Slice,Count,Total Area,Average Size,%Area
41_CA1_2.tif-(Colour_2).tif,306,27239.779,89.019,2.446
41_CA1_3.tif-(Colour_1).tif,2,1108317.892,554158.946,99.541
41_CA1_3.tif-(Colour_2).tif,223,18248.354,81.831,1.639
41_CA1_4.tif-(Colour_1).tif,3,1111587.391,370529.130,99.834
41_CA1_4.tif-(Colour_2).tif,243,17609.360,72.467,1.582
42_ARC_1.tif-(Colour_1).tif,31,824239.717,26588.378,74.027
42_ARC_1.tif-(Colour_2).tif,224,13718.282,61.242,1.232
42_ARC_2.tif-(Colour_1).tif,58,895159.060,15433.777,80.396
42_ARC_2.tif-(Colour_2).tif,248,16794.554,67.720,1.508
42_ARC_3.tif-(Colour_1).tif,4,1026346.407,256586.602,92.178
42_ARC_3.tif-(Colour_2).tif,310,26047.913,84.026,2.339
42_ARC_4.tif-(Colour_1).tif,18,999831.321,55546.185,89.797
42_ARC_4.tif-(Colour_2).tif,306,23769.491,77.678,2.135
42_CA1_1.tif-(Colour_1).tif,77,1086732.619,14113.411,97.602
42_CA1_1.tif-(Colour_2).tif,637,56869.537,89.277,5.108
42_CA1_2.tif-(Colour_1).tif,26,1098977.016,42268.347,98.702
42_CA1_2.tif-(Colour_2).tif,543,53634.855,98.775,4.817
42_CA1_3.tif-(Colour_1).tif,31,1100802.974,35509.773,98.866
42_CA1_3.tif-(Colour_2).tif,506,47729.965,94.328,4.287
42_CA1_4.tif-(Colour_1).tif,29,1101941.762,37997.992,98.968
42_CA1_4.tif-(Colour_2).tif,488,43973.201,90.109,3.949
43_ARC_1.tif-(Colour_1).tif,7,944086.693,134869.528,84.791
43_ARC_1.tif-(Colour_2).tif,277,24723.073,89.253,2.220
43_ARC_2.tif-(Colour_1).tif,24,933012.331,38875.514,83.796
43_ARC_2.tif-(Colour_2).tif,328,39958.072,121.823,3.589
43_ARC_3.tif-(Colour_1).tif,152,874097.259,5750.640,78.505
43_ARC_3.tif-(Colour_2).tif,289,37921.057,131.215,3.406
43_ARC_4.tif-(Colour_1).tif,38,991337.855,26087.838,89.034
43_ARC_4.tif-(Colour_2).tif,228,16699.062,73.242,1.500
43_CA1_1.tif-(Colour_1).tif,35,1083712.191,30963.205,97.331
43_CA1_1.tif-(Colour_2).tif,322,34210.253,106.243,3.072
43_CA1_2.tif-(Colour_1).tif,26,1104681.112,42487.735,99.214
43_CA1_2.tif-(Colour_2).tif,326,27163.028,83.322,2.440
43_CA1_3.tif-(Colour_1).tif,4,1108435.263,277108.816,99.551
43_CA1_3.tif-(Colour_2).tif,298,32969.303,110.635,2.961
43_CA1_4.tif-(Colour_1).tif,84,1092845.530,13010.066,98.151
43_CA1_4.tif-(Colour_2).tif,408,38291.870,93.853,3.439
44_ARC_1.tif-(Colour_1).tif,79,858407.538,10865.918,77.096
44_ARC_1.tif-(Colour_2).tif,549,72689.537,132.404,6.528
44_ARC_2.tif-(Colour_1).tif,32,930760.181,29086.256,83.594
44_ARC_2.tif-(Colour_2).tif,321,24775.281,77.182,2.225
44_ARC_3.tif-(Colour_1).tif,50,831671.599,16633.432,74.694
44_ARC_3.tif-(Colour_2).tif,431,55105.165,127.854,4.949
44_ARC_4.tif-(Colour_1).tif,29,896936.378,30928.841,80.556
44_ARC_4.tif-(Colour_2).tif,248,16493.353,66.505,1.481
44_CA1_1.tif-(Colour_1).tif,253,1014580.374,4010.199,91.122
44_CA1_1.tif-(Colour_2).tif,1342,196808.687,146.653,17.676
44_CA1_2.tif-(Colour_1).tif,84,1050515.236,12506.134,94.349
44_CA1_2.tif-(Colour_2).tif,784,338991.902,432.388,30.446
45_ARC_1.tif-(Colour_1).tif,7,960981.183,137283.026,86.308
45_ARC_1.tif-(Colour_2).tif,202,11342.136,56.149,1.019
45_ARC_2.tif-(Colour_1).tif,28,931195.258,33256.973,83.633
45_ARC_2.tif-(Colour_2).tif,336,23335.760,69.452,2.096
45_ARC_3.tif-(Colour_1).tif,5,1051120.405,210224.081,94.403
45_ARC_3.tif-(Colour_2).tif,239,15661.590,65.530,1.407
45_CA1_1.tif-(Colour_1).tif,1,1113431.125,1113431.125,100.000
45_CA1_1.tif-(Colour_2).tif,123,5188.253,42.181,0.466
45_CA1_2.tif-(Colour_1).tif,1,1112900.125,1112900.125,99.952
45_CA1_2.tif-(Colour_2).tif,178,7058.827,39.656,0.634
45_CA1_3.tif-(Colour_1).tif,1,1113248.625,1113248.625,99.983
45_CA1_3.tif-(Colour_2).tif,130,4933.905,37.953,0.443
45_CA1_4.tif-(Colour_1).tif,1,1113116.625,1113116.625,99.972
45_CA1_4.tif-(Colour_2).tif,163,6090.073,37.362,0.547
47_ARC_1.tif-(Colour_1).tif,23,1017611.099,44243.961,91.394
47_ARC_1.tif-(Colour_2).tif,266,18486.638,69.499,1.660
47_ARC_2.tif-(Colour_1).tif,22,958505.541,43568.434,86.086
47_ARC_2.tif-(Colour_2).tif,275,22890.428,83.238,2.056
47_CA1_1.tif-(Colour_1).tif,1,1109387.875,1109387.875,99.637
47_CA1_1.tif-(Colour_2).tif,161,7771.447,48.270,0.698
47_CA1_2.tif-(Colour_1).tif,35,1072497.619,30642.789,96.323
47_CA1_2.tif-(Colour_2).tif,203,13271.165,65.375,1.192
48_ARC_1.tif-(Colour_1).tif,29,961037.870,33139.237,86.313
48_ARC_1.tif-(Colour_2).tif,213,11467.972,53.840,1.030
48_ARC_2.tif-(Colour_1).tif,61,785653.302,12879.562,70.561
48_ARC_2.tif-(Colour_2).tif,187,10033.806,53.657,0.901
48_ARC_3.tif-(Colour_1).tif,41,702484.627,17133.771,63.092
48_ARC_3.tif-(Colour_2).tif,204,15568.329,76.315,1.398
48_ARC_4.tif-(Colour_1).tif,13,947529.352,72886.873,85.100
48_ARC_4.tif-(Colour_2).tif,171,8028.026,46.948,0.721
48_CA1_1.tif-(Colour_1).tif,26,1106600.303,42561.550,99.386
48_CA1_1.tif-(Colour_2).tif,316,24126.024,76.348,2.167
48_CA1_2.tif-(Colour_1).tif,1,1112177.750,1112177.750,99.887
48_CA1_2.tif-(Colour_2).tif,206,13115.433,63.667,1.178
48_CA1_3.tif-(Colour_1).tif,11,1108569.567,100779.052,99.563
48_CA1_3.tif-(Colour_2).tif,329,28200.054,85.714,2.533
48_CA1_4.tif-(Colour_1).tif,1,1112303.125,1112303.125,99.898
48_CA1_4.tif-(Colour_2).tif,215,13392.538,62.291,1.203
4_ARC_1.tif-(Colour_1).tif,10,946007.262,94600.726,84.963
4_ARC_1.tif-(Colour_2).tif,227,18964.991,83.546,1.703
4_ARC_2.tif-(Colour_1).tif,7,976599.497,139514.214,87.711
4_ARC_2.tif-(Colour_2).tif,246,20275.106,82.419,1.821
4_ARC_3.tif-(Colour_1).tif,8,931437.137,116429.642,83.654
4_ARC_3.tif-(Colour_2).tif,222,15426.430,69.488,1.385
4_ARC_4.tif-(Colour_1).tif,12,986948.338,82245.695,88.640
4_ARC_4.tif-(Colour_2).tif,281,20714.191,73.716,1.860
4_CA1_1.tif-(Colour_1).tif,3,1113188.408,371062.803,99.978
4_CA1_1.tif-(Colour_2).tif,343,29513.739,86.046,2.651
4_CA1_2.tif-(Colour_1).tif,1,1112333.875,1112333.875,99.901
4_CA1_2.tif-(Colour_2).tif,227,16106.030,70.952,1.447
4_CA1_3.tif-(Colour_1).tif,1,1112739.125,1112739.125,99.938
4_CA1_3.tif-(Colour_2).tif,281,19783.813,70.405,1.777
5_ARC_1.tif-(Colour_1).tif,2,1021259.892,510629.946,91.722
5_ARC_1.tif-(Colour_2).tif,259,20542.395,79.314,1.845
5_ARC_2.tif-(Colour_1).tif,11,1006849.499,91531.773,90.427
5_ARC_2.tif-(Colour_2).tif,201,12106.519,60.231,1.087
5_ARC_3.tif-(Colour_1).tif,7,943172.855,134738.979,84.708
5_ARC_3.tif-(Colour_2).tif,241,22005.119,91.308,1.976
5_ARC_4.tif-(Colour_1).tif,48,819713.231,17077.359,73.620
5_ARC_4.tif-(Colour_2).tif,167,10214.973,61.168,0.917
5_ARC_5.tif-(Colour_1).tif,20,734990.318,36749.516,66.011
5_ARC_5.tif-(Colour_2).tif,214,16933.330,79.128,1.521
5_CA1_1.tif-(Colour_1).tif,4,1111597.124,277899.281,99.835
5_CA1_1.tif-(Colour_2).tif,238,15365.297,64.560,1.380
5_CA1_2.tif-(Colour_1).tif,1,1112939.000,1112939.000,99.956
5_CA1_2.tif-(Colour_2).tif,209,16991.339,81.298,1.526
5_CA1_3.tif-(Colour_1).tif,2,1111986.267,555993.134,99.870
5_CA1_3.tif-(Colour_2).tif,288,17766.878,61.691,1.596
5_CA1_4.tif-(Colour_1).tif,3,1111555.731,370518.577,99.831
5_CA1_4.tif-(Colour_2).tif,331,24273.724,73.335,2.180
5_CA1_5.tif-(Colour_1).tif,1,1112486.500,1112486.500,99.915
5_CA1_5.tif-(Colour_2).tif,281,22583.426,80.368,2.028
7_ARC_1.tif-(Colour_1).tif,6,1074115.621,179019.270,96.469
7_ARC_1.tif-(Colour_2).tif,281,19458.069,69.246,1.748
7_ARC_2.tif-(Colour_1).tif,10,811554.897,81155.490,72.888
7_ARC_2.tif-(Colour_2).tif,257,20724.900,80.642,1.861
7_ARC_3.tif-(Colour_1).tif,19,945016.617,49737.717,84.874
7_ARC_3.tif-(Colour_2).tif,337,24731.551,73.387,2.221
7_ARC_4.tif-(Colour_1).tif,3,922638.919,307546.306,82.864
7_ARC_4.tif-(Colour_2).tif,299,23424.113,78.342,2.104
7_ARC_5.tif-(Colour_1).tif,9,967494.295,107499.366,86.893
7_ARC_5.tif-(Colour_2).tif,267,20528.562,76.886,1.844
7_ARC_6.tif-(Colour_1).tif,13,1007900.833,77530.833,90.522
7_ARC_6.tif-(Colour_2).tif,273,16942.701,62.061,1.522
7_CA1_1.tif-(Colour_1).tif,1,1113378.500,1113378.500,99.995
7_CA1_1.tif-(Colour_2).tif,206,10634.424,51.623,0.955
7_CA1_2.tif-(Colour_1).tif,2,1112708.320,556354.160,99.935
7_CA1_2.tif-(Colour_2).tif,193,10940.980,56.689,0.983
7_CA1_3.tif-(Colour_1).tif,2,1112291.446,556145.723,99.897
7_CA1_3.tif-(Colour_2).tif,217,11265.832,51.916,1.012
7_CA1_4.tif-(Colour_1).tif,3,1112446.785,370815.595,99.911
7_CA1_4.tif-(Colour_2).tif,322,20762.829,64.481,1.865
7_CA1_5.tif-(Colour_1).tif,3,1113050.980,371016.993,99.966
7_CA1_5.tif-(Colour_2).tif,299,21032.349,70.342,1.889
7_CA1_6.tif-(Colour_1).tif,2,1111805.551,555902.775,99.854
7_CA1_6.tif-(Colour_2).tif,414,31954.142,77.184,2.870
7_CA1_7.tif-(Colour_1).tif,4,1111868.874,277967.218,99.859
7_CA1_7.tif-(Colour_2).tif,310,21731.137,70.100,1.952
7_CA1_8.tif-(Colour_1).tif,1,1113084.500,1113084.500,99.969
7_CA1_8.tif-(Colour_2).tif,255,17462.106,68.479,1.568
8_ARC_1.tif-(Colour_1).tif,37,943499.890,25499.997,84.738
8_ARC_1.tif-(Colour_2).tif,409,35632.817,87.122,3.200
8_ARC_2.tif-(Colour_1).tif,23,967155.603,42050.244,86.862
8_ARC_2.tif-(Colour_2).tif,348,24404.914,70.129,2.192
8_CA1_1.tif-(Colour_1).tif,27,1090260.039,40380.001,97.919
8_CA1_1.tif-(Colour_2).tif,173,10762.937,62.214,0.967
8_CA1_2.tif-(Colour_1).tif,34,1105714.106,32521.003,99.307
8_CA1_2.tif-(Colour_2).tif,244,15898.089,65.156,1.428
9_ARC_1.tif-(Colour_1).tif,11,898794.910,81708.628,80.723
9_ARC_1.tif-(Colour_2).tif,313,27958.201,89.323,2.511
9_ARC_2.tif-(Colour_1).tif,36,939182.701,26088.408,84.350
9_ARC_2.tif-(Colour_2).tif,131,6252.052,47.726,0.562
9_ARC_3.tif-(Colour_1).tif,3,1070050.552,356683.517,96.104
9_ARC_3.tif-(Colour_2).tif,157,6685.337,42.582,0.600
9_ARC_4.tif-(Colour_1).tif,18,1004235.099,55790.839,90.193
9_ARC_4.tif-(Colour_2).tif,228,11555.432,50.682,1.038
9_CA1_1.tif-(Colour_1).tif,1,1113152.750,1113152.750,99.975
9_CA1_1.tif-(Colour_2).tif,184,11525.981,62.641,1.035
9_CA1_2.tif-(Colour_1).tif,2,1112628.017,556314.009,99.928
9_CA1_2.tif-(Colour_2).tif,200,12140.432,60.702,1.090
9_CA1_3.tif-(Colour_1).tif,1,1112916.250,1112916.250,99.954
9_CA1_3.tif-(Colour_2).tif,224,16358.147,73.027,1.469
9_CA1_4.tif-(Colour_1).tif,4,1111594.961,277898.740,99.835
9_CA1_4.tif-(Colour_2).tif,320,21670.004,67.719,1.946
