id,litter,age,sex,diet,nor_type,ei_0,ei_1,ei_2,ei_3,ei_4,ei_5,ei_6,ei_7,ei_8,ei_9,ei_10,ei_11,ei_12,ei_13,ei_15,ei_16,ei_17,ei_18,ei_19,ei_20,ei_21,ei_22,ei_23,ei_24,ei_25,ei_26,ei_27,ei_28,ei_29,ei_30,bw_m2,bw_m1,bw_0,bw_1,bw_2,bw_3,bw_4,bw_5,bw_6,bw_7,bw_8,bw_9,bw_10,bw_11,bw_12,bw_13,bw_15,bw_16,bw_17,bw_18,bw_19,bw_20,bw_21,bw_22,bw_23,bw_24,bw_25,bw_26,bw_27,bw_28,bw_29,bw_30,fm_m2,lm_m2,fw_m2,tw_m2,fm_29,lm_29,fw_29,tw_29,explore_time,discrimination_index,arm_entries,spontaneous_alternations,arc_hema_area_avg,arc_hema_area_sd,arc_hema_area_cv,arc_iba1_number_avg,arc_iba1_number_sd,arc_iba1_number_cv,arc_iba1_density_avg,arc_iba1_density_sd,arc_iba1_density_cv,arc_slices_counted,ca1_hema_area_avg,ca1_hema_area_sd,ca1_hema_area_cv,ca1_iba1_number_avg,ca1_iba1_number_sd,ca1_iba1_number_cv,ca1_iba1_density_avg,ca1_iba1_density_sd,ca1_iba1_density_cv,ca1_slices_counted
28,102,62,1,0,0,47.12,51.77,58.9,49.6,45.88,62.31,56.11,54.25,54.56,64.79,64.79,65.41,68.51,62.31,129.89,65.41,76.57,59.21,71.92,62.31,46.81,56.11,49.6,52.39,53.94,48.67,48.05,56.42,49.91,55.18,217.9,217,217,216.8,223.1,224.3,218.7,228.1,231,230.2,230.5,235.7,240,244.9,246.5,248.4,254.3,254.8,259.1,261.8,259.8,257.7,253.5,253.6,254.6,259.5,261.9,253.3,261.2,255.2,260.5,255.4,26.882,164.084,0.886,135.111,37.738,175.73,0.801,137.959,91,0.3,15,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,102,62,1,2,1,55.8,0.98,38.22,54.39,74.48,74.48,69.58,79.38,77.42,59.78,67.62,55.86,62.72,60.76,122.01,37.24,85.26,49.98,75.46,49.98,45.08,59.29,38.22,47.53,45.57,54.39,40.67,41.65,41.65,46.55,212.9,212.2,212.1,196.2,202.6,206.5,212.9,217.5,221.3,226.6,230.2,228.6,232.2,233.1,233.3,235.1,237.2,229.5,240.5,239.6,240.7,237.9,237.8,240.8,240.5,237.4,239.4,239.1,242.2,239.3,240.7,241.2,35.087,153.296,0.508,125.378,58.402,154.473,0.764,115.584,51,0.29,8,75,1034564.2,42942.394126421204,4.150771322497068,279.25,40.53290844075548,14.514917973412883,6752.643437366496,1001.9372988352474,14.83770479114767,4,1111241.43125,3969.6301969019582,0.3572248194918946,281,46.776062254106,16.646285499681852,6322.873020135927,1059.921457795449,16.763288688860357,4
30,103,61,1,0,0,63.55,75.33,65.72,71.61,67.89,68.82,69.75,79.67,78.43,78.12,83.08,77.81,66.65,77.19,157.79,73.78,76.26,53.94,90.21,71.3,56.42,70.68,61.69,62.93,68.2,64.48,46.81,64.17,51.77,71.92,232.1,231.2,233.1,236,238,241.1,238.2,244.6,249,254.9,254.3,257.9,262.1,268.3,263.3,266.9,275.8,271.5,270.7,273.4,277.2,274.3,276.3,275.1,278,281.6,286.8,279,283.3,280.8,285.9,280.6,36.513,167.671,0.417,137.597,68.273,176.534,0.81,142.158,132,0.39,21,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,103,61,1,2,0,44.95,11.76,26.95,46.06,62.23,66.15,69.09,69.09,67.62,60.76,53.9,59.78,73.99,65.66,104.37,74.48,66.15,52.43,309.68,48.51,67.13,66.64,60.76,63.21,36.26,53.9,57.33,67.62,54.88,49,214.9,211.1,212.3,202.2,200.1,202.4,206.4,212,218.4,221.6,223.9,222.8,224.9,229.5,232,232.5,233.2,237.9,237.8,239.7,236.7,233.9,242.7,245.6,246.4,247.8,239.6,243.6,252.5,251.3,250.7,244.6,29.275,161.119,0.756,133.38,37.688,181.938,1.013,144.881,131,0.53,15,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,104,61,1,1,0,63.86,95.55,86.73,82.81,65.66,89.18,77.91,89.67,53.41,90.16,83.3,78.4,71.05,73.01,163.17,64.19,83.79,17.15,97.02,73.99,59.29,89.67,73.01,60.76,52.43,73.01,64.68,66.64,30.38,58.8,224.5,217.1,220,225.4,229.6,231.6,230.4,240.5,246.1,250.1,248.8,258.9,262.8,267.2,264.1,271,277.8,275.8,280.1,285.1,285.4,287.9,291.8,295.8,298.1,296.9,299.3,301.6,308,303.6,297.2,301.3,28.398,167.44,1.057,136.655,80.919,186.513,0.892,146.365,105,0.39,15,67,998718.66075,77318.69082219,7.741788940253362,269.5,42.649736224272246,15.82550509249434,6768.127525367862,1171.3555792451718,17.306937182474353,4,1108548.12375,4701.328053540376,0.42409778635831413,195.25,64.3965578790254,32.981591743418896,4403.811163200545,1452.1854214415107,32.97565148969989,4
33,104,61,1,1,1,55.49,94.57,100.94,93.59,84.28,85.26,78.89,91.63,88.69,58.8,77.91,79.87,78.4,57.82,161.7,83.79,70.56,53.41,94.57,70.07,74.48,87.22,82.81,55.86,61.25,85.75,58.31,42.63,57.33,59.29,231.4,232.9,229.9,232,246.8,255.3,255.8,260.2,265.3,269.1,275,274,276.9,283.8,284.9,282.3,291.9,296.2,292.3,295.3,301.6,300.8,306.2,307.4,316.4,313,319.3,318.9,323.7,317,318.5,317.5,30.57,172.386,0.422,141.192,92.227,194.529,0.86,153.168,88,0.57,13,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,105,61,1,2,0,58.28,22.54,35.77,51.45,58.8,60.76,65.17,64.19,58.8,64.19,73.5,60.27,74.97,65.66,130.83,76.93,79.87,63.7,97.51,81.34,58.31,69.58,49.49,77.91,63.7,78.4,51.45,86.24,58.8,57.33,195.4,200.5,201.7,191.9,195.3,192.2,199.1,203.7,207.6,211,212.9,215.8,218.2,220.8,220.9,222.7,229.1,232.2,233.3,237.2,241.4,243.2,248.3,247.7,245.6,252.1,255.4,250.7,256.7,257.3,259.7,253.4,24.426,149.055,0.871,120.628,51.205,178.205,0.777,142.405,97,0.15,10,70,972032.711,88699.09386597737,9.125114089496662,443.3333333333333,103.91855785501774,23.440276207898737,11488.65863713579,2913.3429361571452,25.35842545395242,6,1080762.7653333333,25779.23753080776,2.3852817989021693,827.6666666666666,227.37164877501036,27.47140339609469,19206.366224373367,5446.645237894712,28.358540987221108,6
35,105,61,1,0,1,52.39,52.39,53.63,61.38,56.11,66.65,54.87,62.31,53.63,70.99,55.49,60.76,67.58,69.75,137.64,62.93,58.28,52.7,67.27,56.42,47.43,70.99,56.42,50.84,45.26,59.83,48.36,54.87,52.7,62.31,180.4,185.4,181.5,184.3,186.1,192.8,191.7,193.2,197.3,201.8,205,205.1,209,209.1,210.4,214.5,216.8,219.4,216.4,219.1,216.6,218.9,221.9,225.7,226.7,224.1,229.9,228.1,233.3,229.4,229.6,229.2,18.872,141.111,0.64,112.946,31.52,170.373,0.781,137.776,76,0.58,7,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,106,59,1,1,0,58.9,93.1,88.2,93.1,76.93,91.63,88.69,89.67,77.42,80.85,84.28,73.99,73.99,80.36,128.38,87.22,88.2,76.44,93.1,72.03,70.56,60.27,78.89,70.56,50.47,73.5,56.35,65.17,57.82,73.5,206.1,207.3,203.5,214.8,218.7,227.8,225.2,232.7,238.7,244,247.5,251.7,256.4,260.9,260.9,264.4,264.8,271.9,273.1,277.7,280.3,280.5,285.6,279.8,286.2,288.5,290.6,289.8,294.5,289.2,293.3,296.4,27.078,153.981,0.788,126.979,79.012,185.198,0.799,143.867,58,0.69,10,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,106,59,1,1,0,63.55,84.28,87.22,70.07,78.89,80.85,85.26,68.11,76.93,54.88,72.52,63.7,70.56,68.6,130.83,77.91,73.01,58.8,57.33,70.56,74.97,77.42,77.42,52.43,52.92,72.03,48.02,65.17,62.23,56.35,187.5,189.7,190.3,198.1,203.5,207.5,209.9,215.3,221.4,222.6,226.5,219,231.4,234.5,236.1,238.1,243.1,246.8,250.2,252.3,255.6,256.1,262.6,263.6,269.6,273.8,263,270.1,272.8,273.4,277.3,275.1,21.437,144.649,0.785,116.973,70.897,177.162,0.769,142.358,117,0.32,9,89,1010805.64675,25705.46450476481,2.543066967167673,372,119.33426442839738,32.07910334096704,9246.111300551369,3105.922380675624,33.59166118290627,4,1111834.0019999999,1199.0678302228941,0.10784593995740151,288.5,123.2707048193798,42.728147251084856,6488.967448543676,2777.456073955903,42.802743209618804,4
38,107,61,1,2,1,54.56,14.21,25.97,79.87,73.99,57.33,64.68,69.09,55.86,55.37,65.66,61.25,63.7,52.43,120.05,58.31,65.66,51.45,67.13,50.47,68.6,59.29,47.04,80.85,53.41,50.47,61.25,40.18,57.33,52.92,188.3,186.8,187.8,178.3,180.1,191.4,188.7,196.7,201.7,204.1,201.8,205.6,209.1,212.1,210,212,217.9,215.8,219.4,221.6,218.5,218.3,228.2,223.9,226.6,226.7,231.5,228.6,234.8,229,232.3,232.8,19.221,147.125,0.428,118.796,35.705,161.073,0.552,137.078,96,0.15,17,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,107,61,1,2,0,65.41,23.52,35.77,73.01,87.22,72.52,68.11,80.85,63.21,81.83,67.62,53.9,76.44,76.44,142.1,79.87,82.81,73.5,85.26,79.38,56.35,84.77,59.29,67.13,49.98,83.79,49.98,61.74,66.15,68.6,228.7,225.6,229.1,218.2,215,223.3,228.7,232.5,236.1,239.3,238.4,245,245.8,244.2,247.1,250.2,252.3,255.9,259.8,264.3,263.4,266.4,267.7,271.8,269.9,275,267.3,273.9,274.8,275,278.2,277.9,26.27,180.093,0.596,140.164,46.762,199.832,0.347,158.663,137,0.14,12,67,949772.96175,51448.0689149545,5.416880769079706,130,22.55363976538303,17.348953665679254,3444.4917228630093,754.8155133518501,21.913697987477203,4,1089474.2695,33856.28350422566,3.107579908221565,279.625,52.11234430124429,18.636511149305065,6437.035723043729,1306.847172955483,20.302002803513183,8
40,108,62,1,1,0,63.55,79.87,85.75,95.55,92.12,82.81,78.89,101.92,91.63,90.16,68.6,82.81,103.39,84.77,126.91,91.14,90.65,71.05,87.71,63.21,67.62,84.28,74.48,75.95,46.06,64.19,55.86,83.79,49,52.43,210.7,209.9,209.2,216.1,221.2,231.2,232.4,238.6,243.2,252.1,254.4,261.4,263.2,267.8,271.4,274,272.7,278.3,279.8,281.4,282.5,282.9,289.3,292.7,294.9,297.6,286.3,294.6,298.1,301,298.3,298.2,31.754,154.072,0.504,119.109,88.421,178.674,1.524,139.251,156,0.21,13,85,898311.1155000001,61209.66154475725,6.813859974412978,330.1666666666667,120.58427205347581,36.52224292381902,9041.208829911095,2924.2962778257915,32.34408509790551,6,1109132.3429999999,6040.0276628557585,0.5445723137528016,671.125,195.19911994825034,29.085359649580976,15127.794484841297,4396.898246122135,29.065031591538453,8
41,108,62,1,1,1,49.91,73.5,85.26,62.23,61.74,76.44,69.09,74.97,54.88,72.03,73.99,66.15,62.72,69.09,144.06,65.17,30.38,68.6,89.67,63.7,47.53,68.6,60.76,57.82,59.29,54.39,58.31,48.02,48.51,39.69,185.9,184.8,183.6,193.5,198.2,200.2,199.4,205.1,211.1,214.7,215.5,220.1,223.2,226.5,225.2,229.7,235.6,236.5,241.5,245.6,249,244.9,249,253.7,256.3,253.9,257.9,255.2,261.6,258.9,255.8,252.3,28.16,134.634,0.571,109.4,73.757,157.179,0.864,116.462,116,0.12,11,45,1023224.7362500001,11235.750402310938,1.0980725938554476,274,15.811388300841896,5.770579671840108,6692.981881413563,339.6689211836334,5.075001355179152,4,1110081.37775,2051.5391212249538,0.18480979524070337,245.5,42.555845661906424,17.334356685094264,5527.765093511356,949.0869882259678,17.169452250060925,4
42,108,62,1,2,1,61.69,14.7,35.28,47.04,50.47,62.72,59.78,52.92,54.39,67.13,47.04,61.74,66.64,49,107.31,66.64,59.29,50.96,55.37,49.49,66.15,74.48,56.84,39.2,43.61,72.52,56.35,52.43,47.53,60.76,188.9,187.6,190,180.3,182.8,185.8,184.9,192.1,198.1,197.2,197.2,203.5,201.8,207.5,208.2,206.7,206.4,211.4,210.2,210.9,210,209.8,212.5,217.6,221.9,214.7,217.8,220.4,225.5,221.8,219.6,225.6,23.067,142.047,0.791,116.616,38.893,147.553,0.234,124.282,95,-0.35,12,75,936394.12625,93798.77876378887,10.017019130547848,272,42.73952113286562,15.713059240024124,7230.657685528064,433.1529078037346,5.990504967074802,4,1097113.59275,7027.558004535396,0.6405497161802798,543.5,66.4053210719342,12.218090353621747,12392.348029534569,1599.2780846979947,12.905367738918,4
43,110,62,1,0,0,53.63,53.32,51.15,60.14,62.31,58.9,49.6,62,64.79,55.49,64.17,52.7,62,56.73,116.25,57.04,61.69,49.91,65.72,60.76,39.99,65.41,52.39,50.53,41.85,49.6,45.88,59.21,51.46,55.18,193.2,193.7,192.6,197.8,200,204.1,205.2,203.8,206.3,210.2,212.7,213.6,216.8,216.7,215.9,220.3,217.1,219.2,222,224.4,222,223.1,222.6,226.2,228.4,234.3,225.3,226.1,234,230.7,231.3,231.5,24.584,145.029,0.557,114.36,35.686,163.427,0.511,130.271,127,0.35,11,73,935633.5345,48194.090651562794,5.150958027313289,280.5,41.2189276910499,14.694804880944707,7534.83617382551,1333.2419350922314,17.69437190583709,4,1097418.524,11297.33834556894,1.0294466603671928,338.5,47.95483986696928,14.166865544156359,7715.121275282911,1125.9121761726633,14.593577158401525,4
44,110,62,1,0,0,63.86,62.62,62.31,65.1,62.31,64.48,56.42,74.4,45.88,70.37,66.65,69.75,62.62,59.21,142.29,56.11,70.68,57.97,84.63,60.14,53.63,72.23,65.1,42.47,38.75,66.34,41.23,62.93,44.02,48.67,207.8,203.3,208.6,211.3,216.3,216.3,212.8,222,222.4,226,223,231.1,231.1,234.5,231.1,232.7,238.6,234.8,236.2,242.5,243.3,241.4,243.7,247.8,248.2,249.1,240.7,249.4,251.6,247.1,247.9,246.4,25.144,149.523,0.494,129.445,39.481,175.899,0.38,144.95,162,0.26,10,100,879443.924,43451.38567517643,4.940779564152908,387.25,131.47464901391953,33.950845452271025,11119.786891078267,4123.929507671094,37.086407752830624,4,1032547.8049999999,25409.78460120284,2.4608821478442677,1063,394.5655839020935,37.11811701807088,25862.68483362576,10189.653977699907,39.399057148357905,2
45,111,59,1,1,1,64.79,61.74,83.3,70.07,79.87,73.5,76.44,75.46,62.72,73.01,74.48,70.56,72.03,69.09,136.71,81.83,69.58,75.95,79.87,66.64,44.1,41.16,61.25,76.44,53.41,50.47,36.26,51.94,57.82,48.51,200.3,196.1,199.1,200.4,207.8,212,213.9,215.9,221.8,224.7,225.5,230.3,233.6,236.7,235.6,240.9,243.4,245.2,245.1,250.3,253.3,253.1,252.6,248.6,256.6,257.6,257.4,253.4,255,256.7,256.3,257.6,19.015,157.902,0.865,124.577,44.986,174.566,0.868,147.804,108,0.54,12,83,981098.9486666666,62442.402198402706,6.364536653847525,259,69.20260110718382,26.719151006634682,6653.373594944941,2061.343788638346,30.981933589367365,3,1113174.125,223.59300823892804,0.020086076671870904,148.5,26.28687885618983,17.701601923360155,3335.1428393245355,591.013636872546,17.720789343830432,4
46,111,59,1,2,1,67.89,38.71,59.29,65.17,63.21,54.88,67.13,65.17,58.31,68.11,64.68,70.07,87.22,64.68,122.01,78.4,72.03,65.66,72.52,179.34,63.21,59.78,64.68,50.47,54.39,64.68,67.13,44.59,51.94,43.61,204.4,200.9,200.6,199.8,202.3,205.5,202.9,208.6,214.1,214.3,209.2,216.4,218.7,222.6,227,226.6,224.4,230.4,230.1,231.6,229.7,230.2,234.4,237.2,239.6,233.4,240.3,238.5,244.9,238.6,237.2,234.8,28.687,145.332,0.839,115.846,45.184,160.421,0.365,129.89,92,-0.22,12,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,112,61,1,0,1,55.8,66.03,51.15,69.75,71.61,70.37,71.3,67.27,67.27,76.26,62.62,69.44,75.02,78.12,150.66,82.46,56.42,64.17,79.05,86.18,60.45,52.39,63.24,79.67,60.45,72.54,61.38,59.83,74.71,77.81,220.1,219.9,217.4,222,222.5,225.7,228.8,229.2,232.8,234.6,238.7,243.1,242.1,245.8,247,249.5,253.1,255.6,254.5,257.7,260.2,264.6,262.6,257.2,266.2,264.4,268.3,265.9,274.7,274.6,272.5,276.8,24.504,158.788,0.487,130.016,40.187,191.384,1.045,150.704,145,0.2,8,75,988058.3200000001,41793.940867614845,4.2299062739145645,270.5,6.363961030678928,2.3526658154081064,6853.768579644493,450.92988489277815,6.579298376546119,2,1090942.747,26085.35017730776,2.3910833312784066,182,29.698484809834994,16.317848796612633,4180.036072222996,780.5174261299613,18.67250455843249,2
48,112,61,1,2,0,70.99,27.44,37.24,75.46,69.58,86.24,77.42,80.36,80.36,75.95,86.73,69.58,77.91,86.24,135.24,82.32,88.2,57.33,70.56,71.54,62.23,74.97,49.98,75.46,39.69,74.48,70.07,73.99,57.33,71.54,229.4,221.5,226.5,219.5,216.4,224.4,225.6,235.5,239.8,236.3,242.2,248,251,246.9,249.7,253.5,251.6,255.7,258.4,258.9,257.6,260.8,263.8,266.8,262.4,270.3,261.3,265.8,271.7,274.1,272.3,273.4,23.896,171.138,0.992,142.768,40.838,198.715,0.295,159.917,149,0.44,12,58,849176.28775,126147.99758356046,14.855336801479178,193.75,18.607794065928395,9.604022743704977,5815.756362675634,1137.2272196552515,19.554244516736453,4,1109912.68625,2805.9795273466843,0.2528108347717955,266.5,64.98461356351979,24.38447038030761,6005.331039455417,1477.7158182874148,24.60673372672922,4
